series,n,r,survival_probability,required_squeezing_db,beta_alpha,beta_beta
survival_n_15,15,2.397058823529412,0.0007514797442916558,,120.0,6.0
survival_n_15,15,2.4176470588235297,0.0007567656513464447,,120.0,6.0
survival_n_15,15,2.4382352941176473,0.0007618705091976276,,120.0,6.0
survival_n_15,15,2.458823529411765,0.0007667992429052024,,120.0,6.0
survival_n_15,15,2.4794117647058824,0.0007715567483008256,,120.0,6.0
survival_n_15,15,2.5,0.0007761478818269304,,120.0,6.0
survival_n_20,20,0.05,1.81483978179496e-24,,120.0,6.0
survival_n_20,20,0.07058823529411765,1.2803630142857169e-23,,120.0,6.0
survival_n_20,20,0.0911764705882353,8.064753116381494e-23,,120.0,6.0
survival_n_20,20,0.11176470588235296,4.5686684922312365e-22,,120.0,6.0
survival_n_20,20,0.13235294117647062,2.3436007425842916e-21,,120.0,6.0
survival_n_20,20,0.15294117647058825,1.0955232610139107e-20,,120.0,6.0
survival_n_20,20,0.1735294117647059,4.694195363708343e-20,,120.0,6.0
survival_n_20,20,0.19411764705882356,1.8538856324724126e-19,,120.0,6.0
survival_n_20,20,0.2147058823529412,6.782715831471908e-19,,120.0,6.0
survival_n_20,20,0.23529411764705888,2.309872114426236e-18,,120.0,6.0
survival_n_20,20,0.2558823529411765,7.354611485215179e-18,,120.0,6.0
survival_n_20,20,0.27647058823529413,2.198428052305568e-17,,120.0,6.0
survival_n_20,20,0.2970588235294118,6.19323543637993e-17,,120.0,6.0
survival_n_20,20,0.31764705882352945,1.6501956470870786e-16,,120.0,6.0
survival_n_20,20,0.3382352941176471,4.1727389219918635e-16,,120.0,6.0
survival_n_20,20,0.35882352941176476,1.0044620491694176e-15,,120.0,6.0
survival_n_20,20,0.3794117647058824,2.3085598687224483e-15,,120.0,6.0
survival_n_20,20,0.4,5.079597745991763e-15,,120.0,6.0
survival_n_20,20,0.4205882352941177,1.0727680280945917e-14,,120.0,6.0
survival_n_20,20,0.44117647058823534,2.1797482804222054e-14,,120.0,6.0
survival_n_20,20,0.461764705882353,4.2707054823918605e-14,,120.0,6.0
survival_n_20,20,0.48235294117647065,8.08522529829786e-14,,120.0,6.0
survival_n_20,20,0.5029411764705883,1.4819461050967004e-13,,120.0,6.0
survival_n_20,20,0.523529411764706,2.6346027803479983e-13,,120.0,6.0
survival_n_20,20,0.5441176470588236,4.550769722977149e-13,,120.0,6.0
survival_n_20,20,0.5647058823529413,7.649611683830598e-13,,120.0,6.0
survival_n_20,20,0.585294117647059,1.2532366604790448e-12,,120.0,6.0
survival_n_20,20,0.6058823529411766,2.0039173654641806e-12,,120.0,6.0
survival_n_20,20,0.6264705882352942,3.131523212524674e-12,,120.0,6.0
survival_n_20,20,0.6470588235294119,4.788521721046065e-12,,120.0,6.0
survival_n_20,20,0.6676470588235296,7.173404985252581e-12,,120.0,6.0
survival_n_20,20,0.6882352941176472,1.0539129289896328e-11,,120.0,6.0
survival_n_20,20,0.7088235294117649,1.520157020360277e-11,,120.0,6.0
survival_n_20,20,0.7294117647058825,2.154758726369928e-11,,120.0,6.0
survival_n_20,20,0.7500000000000001,3.004225572818685e-11,,120.0,6.0
survival_n_20,20,0.7705882352941178,4.123481295629045e-11,,120.0,6.0
survival_n_20,20,0.7911764705882355,5.576288609143717e-11,,120.0,6.0
survival_n_20,20,0.811764705882353,7.435461561884838e-11,,120.0,6.0
survival_n_20,20,0.8323529411764707,9.782836335037953e-11,,120.0,6.0
survival_n_20,20,0.8529411764705884,1.2708978862859846e-10,,120.0,6.0
survival_n_20,20,0.8735294117647061,1.6312618663935198e-10,,120.0,6.0
survival_n_20,20,0.8941176470588237,2.0699810035587155e-10,,120.0,6.0
survival_n_20,20,0.9147058823529414,2.5982833525376976e-10,,120.0,6.0
survival_n_20,20,0.935294117647059,3.2278861638901824e-10,,120.0,6.0
survival_n_20,20,0.9558823529411766,3.970842245165849e-10,,120.0,6.0
survival_n_20,20,0.9764705882352943,4.839370267735896e-10,,120.0,6.0
survival_n_20,20,0.997058823529412,5.845673747444706e-10,,120.0,6.0
survival_n_20,20,1.0176470588235296,7.001753767826996e-10,,120.0,6.0
survival_n_20,20,1.0382352941176471,8.319220621581516e-10,,120.0,6.0
survival_n_20,20,1.058823529411765,9.809109431843717e-10,,120.0,6.0
survival_n_20,20,1.0794117647058825,1.148170450330142e-09,,120.0,6.0
survival_n_20,20,1.1000000000000003,1.334637667630851e-09,,120.0,6.0
survival_n_20,20,1.1205882352941179,1.5411437351974878e-09,,120.0,6.0
survival_n_20,20,1.1411764705882355,1.7684012162008451e-09,,120.0,6.0
survival_n_20,20,1.1617647058823533,2.0169936512704134e-09,,120.0,6.0
survival_n_20,20,1.1823529411764708,2.2873674474228693e-09,,120.0,6.0
survival_n_20,20,1.2029411764705884,2.57982617463559e-09,,120.0,6.0
survival_n_20,20,1.2235294117647062,2.8945272737017838e-09,,120.0,6.0
survival_n_20,20,1.2441176470588238,3.2314811161566315e-09,,120.0,6.0
survival_n_20,20,1.2647058823529413,3.590552302375439e-09,,120.0,6.0
survival_n_20,20,1.2852941176470591,3.971463038367897e-09,,120.0,6.0
survival_n_20,20,1.3058823529411767,4.373798395764434e-09,,120.0,6.0
survival_n_20,20,1.3264705882352943,4.79701323300365e-09,,120.0,6.0
survival_n_20,20,1.347058823529412,5.240440538388796e-09,,120.0,6.0
survival_n_20,20,1.3676470588235297,5.703300946824728e-09,,120.0,6.0
survival_n_20,20,1.3882352941176472,6.184713180776619e-09,,120.0,6.0
survival_n_20,20,1.408823529411765,6.68370517129765e-09,,120.0,6.0
survival_n_20,20,1.4294117647058826,7.199225625765411e-09,,120.0,6.0
survival_n_20,20,1.4500000000000002,7.730155824133569e-09,,120.0,6.0
survival_n_20,20,1.470588235294118,8.275321443997154e-09,,120.0,6.0
survival_n_20,20,1.4911764705882355,8.833504235563782e-09,,120.0,6.0
survival_n_20,20,1.5117647058823531,9.403453389824218e-09,,120.0,6.0
survival_n_20,20,1.532352941176471,9.983896466019838e-09,,120.0,6.0
survival_n_20,20,1.5529411764705885,1.0573549767220648e-08,,120.0,6.0
survival_n_20,20,1.573529411764706,1.1171128074900424e-08,,120.0,6.0
survival_n_20,20,1.5941176470588239,1.1775353674365707e-08,,120.0,6.0
survival_n_20,20,1.6147058823529414,1.2384964622425179e-08,,120.0,6.0
survival_n_20,20,1.635294117647059,1.2998722226533526e-08,,120.0,6.0
survival_n_20,20,1.6558823529411768,1.361541772065033e-08,,120.0,6.0
survival_n_20,20,1.6764705882352944,1.4233878137146922e-08,,120.0,6.0
survival_n_20,20,1.6970588235294122,1.4852971386252455e-08,,120.0,6.0
survival_n_20,20,1.7176470588235297,1.547161056479708e-08,,120.0,6.0
survival_n_20,20,1.7382352941176473,1.6088757524458973e-08,,120.0,6.0
survival_n_20,20,1.7588235294117651,1.6703425736465873e-08,,120.0,6.0
survival_n_20,20,1.7794117647058827,1.731468249487505e-08,,120.0,6.0
survival_n_20,20,1.8000000000000003,1.7921650504292537e-08,,120.0,6.0
survival_n_20,20,1.820588235294118,1.85235089003607e-08,,120.0,6.0
survival_n_20,20,1.8411764705882356,1.911949375268883e-08,,120.0,6.0
survival_n_20,20,1.8617647058823532,1.970889810028178e-08,,120.0,6.0
survival_n_20,20,1.882352941176471,2.029107156907119e-08,,120.0,6.0
survival_n_20,20,1.9029411764705886,2.0865419620043834e-08,,120.0,6.0
survival_n_20,20,1.9235294117647062,2.143140247476827e-08,,120.0,6.0
survival_n_20,20,1.944117647058824,2.1988533763021906e-08,,120.0,6.0
survival_n_20,20,1.9647058823529415,2.2536378934767146e-08,,120.0,6.0
survival_n_20,20,1.985294117647059,2.307455347605126e-08,,120.0,6.0
survival_n_20,20,2.005882352941177,2.36027209655659e-08,,120.0,6.0
survival_n_20,20,2.0264705882352945,2.4120591005683674e-08,,120.0,6.0
survival_n_20,20,2.047058823529412,2.4627917058842403e-08,,120.0,6.0
survival_n_20,20,2.0676470588235296,2.5124494217227687e-08,,120.0,6.0
survival_n_20,20,2.088235294117647,2.5610156930850906e-08,,120.0,6.0
survival_n_20,20,2.1088235294117648,2.6084776716353366e-08,,120.0,6.0
survival_n_20,20,2.1294117647058823,2.6548259866243642e-08,,120.0,6.0
survival_n_20,20,2.1500000000000004,2.700054517576547e-08,,120.0,6.0
survival_n_20,20,2.170588235294118,2.7441601702266212e-08,,120.0,6.0
survival_n_20,20,2.1911764705882355,2.7871426569745107e-08,,120.0,6.0
survival_n_20,20,2.211764705882353,2.8290042829253902e-08,,120.0,6.0
survival_n_20,20,2.2323529411764707,2.8697497383977613e-08,,120.0,6.0
survival_n_20,20,2.2529411764705882,2.9093858986136493e-08,,120.0,6.0
survival_n_20,20,2.2735294117647062,2.9479216311339243e-08,,120.0,6.0
survival_n_20,20,2.294117647058824,2.98536761146431e-08,,120.0,6.0
survival_n_20,20,2.3147058823529414,3.021736147137332e-08,,120.0,6.0
survival_n_20,20,2.335294117647059,3.057041010466475e-08,,120.0,6.0
survival_n_20,20,2.3558823529411765,3.0912972800752706e-08,,120.0,6.0
survival_n_20,20,2.376470588235294,3.1245211912216524e-08,,120.0,6.0
survival_n_20,20,2.397058823529412,3.1567299948663865e-08,,120.0,6.0
survival_n_20,20,2.4176470588235297,3.1879418253743904e-08,,120.0,6.0
survival_n_20,20,2.4382352941176473,3.21817557668662e-08,,120.0,6.0
survival_n_20,20,2.458823529411765,3.247450786756698e-08,,120.0,6.0
survival_n_20,20,2.4794117647058824,3.2757875300133424e-08,,120.0,6.0
survival_n_20,20,2.5,3.303206317579849e-08,,120.0,6.0
